website_session_id,user_id,utm_source,utm_campaign,utm_content,device_type,http_referer
9954,9374,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
9989,9406,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10020,9433,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10033,9446,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10041,9454,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10105,9509,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10122,9525,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10151,9553,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10167,9567,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10177,9576,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10244,9640,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10265,9658,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10269,6616,NULL,NULL,NULL,desktop,https://www.gsearch.com
10277,9669,NULL,NULL,NULL,desktop,NULL
10291,9681,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10300,9689,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10335,9721,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10411,9788,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
10442,9816,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10468,9836,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10517,9881,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10518,9882,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10526,3428,NULL,NULL,NULL,desktop,NULL
10575,9933,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10591,7271,NULL,NULL,NULL,desktop,https://www.gsearch.com
10600,9955,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10605,9959,NULL,NULL,NULL,desktop,https://www.gsearch.com
10674,3561,NULL,NULL,NULL,desktop,NULL
10719,10065,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10721,10067,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10752,10094,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10787,10124,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10837,10172,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10886,10216,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10918,10246,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10922,10250,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10926,10253,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10927,10254,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10937,10264,NULL,NULL,NULL,desktop,NULL
10946,10272,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
10971,8333,bsearch,brand,b_ad_2,desktop,https://www.bsearch.com
10985,10306,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11007,7350,NULL,NULL,NULL,desktop,https://www.gsearch.com
11154,10459,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11322,3736,gsearch,brand,g_ad_2,desktop,https://www.gsearch.com
11386,10668,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11389,10671,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11397,10678,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11418,10699,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11502,10775,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11520,10791,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11530,10799,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11531,10800,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11543,10812,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11616,10876,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
11618,10878,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11629,10889,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11657,10913,NULL,NULL,NULL,desktop,NULL
11670,10924,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11677,10931,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11729,10975,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com
11739,10984,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11756,10998,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11762,11003,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11801,10235,NULL,NULL,NULL,desktop,https://www.gsearch.com
11835,11071,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11917,11148,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11946,11176,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11957,11187,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11971,11200,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
11985,11211,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
12028,11249,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
12047,11268,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
12065,11285,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
12086,11304,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
12141,11352,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
12168,11376,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
12216,2108,NULL,NULL,NULL,desktop,https://www.gsearch.com
12243,11443,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com
