order_id,user_id,is_repeat_session
613,5397,1
614,16746,0
615,16759,0
616,16822,0
617,16872,0
618,16877,0
619,16887,0
620,16931,0
621,16945,0
622,16955,0
623,16986,0
624,16991,0
625,17009,0
626,17035,0
627,17045,0
628,17183,0
629,17197,0
630,17208,0
631,10606,1
632,17237,0
633,17277,0
634,17342,0
635,17380,0
636,17403,0
637,17407,0
638,17419,0
639,17425,0
640,17443,0
641,17470,0
642,17484,0
643,17489,0
644,17501,0
645,17503,0
646,17509,0
647,17558,0
648,17559,0
649,17560,0
650,17572,0
651,17585,0
652,17602,0
653,17607,0
654,17615,0
655,17662,0
656,17685,0
657,17805,0
658,17813,0
659,17828,0
660,17855,0
661,17870,0
662,17899,0
663,17923,0
664,17932,0
665,17963,0
666,18025,0
667,18034,0
668,18035,0
669,18044,0
670,18051,0
671,18076,0
672,14955,1
673,13890,1
674,18154,0
675,18177,0
676,12730,1
677,18191,0
678,11905,1
679,18233,0
680,18247,0
681,18286,0
682,18294,0
683,18299,0
684,18305,0
685,18340,0
686,18358,0
687,18380,0
688,18418,0
689,18444,0
690,18537,0
691,18547,0
692,18582,0
693,14553,1
694,18677,0
695,18734,0
696,16884,1
697,18742,0
698,18743,0
699,18858,0
700,16799,1
701,18934,0
702,18943,0
703,18996,0
704,19049,0
705,19068,0
706,19079,0
707,19108,0
708,19141,0
709,19161,0
710,12024,1
711,19175,0
712,19187,0
713,19197,0
714,19211,0
715,17569,1
716,19255,0
717,19259,0
718,19300,0
719,19309,0
720,19394,0
721,19447,0
722,19452,0
723,19460,0
724,19453,0
725,19479,0
726,19541,0
727,19552,0
728,19572,0
729,19621,0
730,19666,0
731,19702,0
732,19721,0
733,19761,0
734,19788,0
735,19795,0
736,19849,0
737,19874,0
738,19959,0
739,19978,0
740,19991,0
741,20025,0
742,20026,0
743,20034,0
744,20057,0
745,7966,1
746,20074,0
747,20162,0
748,20164,0
749,20173,0
750,20181,0
751,16442,1
752,20204,0
753,20248,0
754,20245,0
755,20269,0
756,20271,0
757,20361,0
758,20402,0
759,20465,0
760,20472,0
761,20470,0
762,20493,0
763,20495,0
764,20535,0
765,20536,0
766,20603,0
767,20621,0
768,20628,0
769,20672,0
770,20709,0
771,12526,1
772,20801,0
773,20824,0
774,20886,0
775,20909,0
776,20941,0
777,20970,0
778,20977,0
779,13776,1
780,21009,0
781,21014,0
782,21048,0
783,8355,1
784,21097,0
785,21113,0
786,21167,0
787,21201,0
788,21224,0
789,21233,0
790,21256,0
791,21290,0
792,21339,0
793,16426,1
794,21399,0
795,21447,0
796,21460,0
797,21488,0
798,21492,0
799,21493,0
800,21502,0
801,21530,0
802,15152,1
803,21646,0
804,21760,0
805,16060,1
806,21814,0
807,21833,0
808,21839,0
809,21853,0
810,21862,0
811,21964,0
812,12775,1
813,22045,0
814,22053,0
815,22067,0
816,22074,0
817,22080,0
818,22087,0
819,22161,0
820,22179,0
821,22180,0
822,22207,0
823,22228,0
824,22230,0
825,22238,0
826,14691,1
827,22319,0
828,22327,0
829,22333,0
830,22336,0
831,22360,0
832,22363,0
833,22453,0
834,22461,0
835,22491,0
836,22492,0
837,22493,0
838,12414,1
839,22553,0
840,22555,0
841,22606,0
842,22614,0
843,22616,0
844,22694,0
845,22714,0
846,22730,0
847,22759,0
848,22764,0
849,22790,0
850,16687,1
851,19279,1
852,22805,0
853,22837,0
854,22873,0
855,22917,0
856,22916,0
857,22950,0
858,23008,0
859,23027,0
860,23029,0
861,23035,0
862,21104,1
863,16534,1
864,23113,0
865,23116,0
866,23121,0
867,23183,0
868,14057,1
869,23223,0
870,23251,0
871,23266,0
872,23284,0
873,23291,0
874,23064,1
875,23305,0
876,23327,0
877,23343,0
878,7473,1
879,23426,0
880,23433,0
881,23452,0
882,21689,1
883,13329,1
884,23540,0
885,23546,0
886,23562,0
887,23587,0
888,23613,0
889,23663,0
890,20876,1
891,23698,0
892,23700,0
893,23710,0
894,23731,0
895,23742,0
896,23754,0
897,17179,1
898,23782,0
899,23793,0
900,23851,0
901,23891,0
902,17194,1
903,23915,0
904,17221,1
905,16542,1
906,23966,0
907,23972,0
908,23978,0
909,23984,0
910,23993,0
911,24029,0
912,24049,0
913,24071,0
914,24078,0
915,24081,0
916,24088,0
917,21657,1
918,24116,0
919,24121,0
920,24128,0
921,24132,0
922,24159,0
923,16149,1
924,24252,0
925,11917,1
926,24273,0
927,24295,0
928,24305,0
929,24350,0
930,24361,0
931,24371,0
932,24393,0
933,24406,0
934,24435,0
935,13154,1
936,24480,0
937,24482,0
938,24487,0
939,24523,0
940,24530,0
941,24567,0
942,24579,0
943,24621,0
944,24679,0
945,24683,0
946,24718,0
947,24728,0
948,24765,0
949,24769,0
950,20960,1
951,24888,0
952,24924,0
953,24934,0
954,24956,0
955,22370,1
956,25015,0
957,25044,0
958,25108,0
959,25119,0
960,25129,0
961,25135,0
962,25163,0
963,25164,0
964,25166,0
965,25214,0
966,25219,0
967,25227,0
968,25235,0
969,25237,0
970,25244,0
971,25255,0
972,25260,0
973,25265,0
974,25280,0
975,25309,0
976,25334,0
977,25372,0
978,20223,1
979,23122,1
980,25434,0
981,25469,0
982,25476,0
983,25480,0
984,25513,0
985,25515,0
986,25516,0
987,12079,1
988,25600,0
989,25615,0
990,25622,0
991,25628,0
992,25630,0
993,25687,0
994,25706,0
995,25732,0
996,25742,0
997,25748,0
998,25794,0
999,25817,0
1000,25828,0
1001,25827,0
1002,25855,0
1003,25882,0
1004,25896,0
1005,25935,0
1006,25970,0
1007,21698,1
1008,25999,0
1009,20444,1
1010,26024,0
1011,26051,0
1012,26062,0
1013,26067,0
1014,15920,1
1015,25771,1
1016,26128,0
1017,19719,1
1018,26154,0
1019,26185,0
1020,26195,0
1021,26224,0
1022,26251,0
1023,26272,0
1024,26276,0
1025,26284,0
1026,26292,0
1027,26338,0
1028,26345,0
1029,26361,0
1030,26370,0
1031,26404,0
1032,26418,0
1033,23727,1
1034,26431,0
1035,26451,0
1036,26478,0
1037,26488,0
1038,26554,0
1039,26594,0
1040,26601,0
1041,26611,0
1042,26617,0
1043,26623,0
1044,26624,0
1045,26661,0
1046,26671,0
1047,26685,0
1048,26724,0
1049,26757,0
1050,26780,0
1051,26806,0
1052,26813,0
1053,26814,0
1054,26857,0
1055,26886,0
1056,26905,0
1057,24645,1
1058,14042,1
1059,26957,0
1060,26969,0
1061,26974,0
1062,18801,1
1063,19208,1
1064,18996,1
1065,27068,0
1066,27098,0
1067,27172,0
1068,19608,1
1069,27199,0
1070,27217,0
1071,27229,0
1072,27273,0
1073,27305,0
1074,27316,0
1075,27315,0
1076,27325,0
1077,27367,0
1078,27388,0
1079,15793,1
1080,27496,0
1081,27499,0
1082,27501,0
1083,27527,0
1084,27532,0
1085,27547,0
1086,27560,0
1087,27578,0
1088,27584,0
1089,27621,0
1090,27627,0
1091,27636,0
1092,27671,0
1093,27690,0
1094,27773,0
1095,27792,0
1096,27793,0
1097,27799,0
1098,27807,0
1099,27819,0
1100,19760,1
1101,24069,1
1102,27890,0
1103,27949,0
1104,27950,0
1105,27952,0
1106,27953,0
1107,27967,0
1108,27981,0
1109,28006,0
1110,28010,0
1111,28014,0
1112,28018,0
1113,28034,0
1114,28041,0
1115,28067,0
1116,28081,0
1117,28097,0
1118,28125,0
1119,28141,0
1120,28184,0
1121,28187,0
1122,11768,1
1123,28215,0
1124,11889,1
1125,15763,1
1126,28246,0
1127,13111,1
1128,28293,0
1129,23241,1
1130,25315,1
1131,28485,0
1132,28519,0
1133,28528,0
1134,28566,0
1135,22237,1
1136,28632,0
1137,28685,0
1138,28686,0
1139,28721,0
1140,15924,1
1141,26295,1
1142,28746,0
1143,28757,0
1144,28763,0
1145,28829,0
1146,28882,0
1147,28892,0
1148,28905,0
1149,28907,0
1150,28911,0
1151,28919,0
1152,20457,1
1153,22162,1
1154,28956,0
1155,29031,0
1156,29045,0
1157,29049,0
1158,29077,0
1159,29080,0
1160,29146,0
1161,29150,0
1162,29151,0
1163,29152,0
1164,13303,1
1165,29175,0
1166,29178,0
1167,29240,0
1168,29276,0
1169,29361,0
1170,29370,0
1171,19738,1
1172,29385,0
1173,23586,1
1174,29421,0
1175,28721,1
1176,19709,1
1177,29528,0
1178,18843,1
1179,27224,1
1180,29592,0
1181,21925,1
1182,29624,0
1183,17389,1
1184,29675,0
1185,29705,0
1186,29743,0
1187,29761,0
1188,29764,0
1189,29766,0
1190,24572,1
1191,29790,0
1192,17927,1
1193,29856,0
1194,29874,0
1195,29877,0
1196,29888,0
1197,29892,0
1198,28307,1
1199,29903,0
1200,29962,0
1201,25271,1
1202,29989,0
1203,30003,0
1204,17720,1
1205,30015,0
1206,30026,0
1207,30033,0
1208,17876,1
1209,30077,0
1210,30102,0
1211,30119,0
1212,30162,0
1213,30172,0
1214,30189,0
1215,30193,0
1216,25319,1
1217,30197,0
1218,30207,0
1219,30222,0
1220,24475,1
1221,30268,0
1222,30270,0
1223,30271,0
1224,30300,0
1225,30388,0
1226,30394,0
1227,30421,0
1228,30451,0
1229,30461,0
1230,30468,0
1231,30495,0
1232,30508,0
1233,30540,0
1234,30539,0
1235,30587,0
1236,30590,0
1237,30601,0
1238,30630,0
1239,30081,1
1240,29031,1
1241,30652,0
1242,30665,0
1243,27706,1
1244,30768,0
1245,30779,0
1246,30783,0
1247,29602,1
1248,30816,0
1249,30832,0
1250,30837,0
1251,30850,0
1252,30858,0
1253,30865,0
1254,30887,0
1255,30904,0
1256,30954,0
1257,30957,0
1258,31019,0
1259,20780,1
1260,31043,0
1261,31054,0
1262,31067,0
1263,31091,0
1264,31101,0
1265,31144,0
1266,31158,0
1267,31168,0
1268,27738,1
1269,31234,0
1270,31260,0
1271,31274,0
1272,31279,0
1273,31281,0
1274,31294,0
1275,31300,0
1276,31349,0
1277,23939,1
1278,31373,0
1279,31380,0
1280,31404,0
1281,31403,0
1282,18339,1
1283,31421,0
1284,31438,0
1285,31459,0
1286,31502,0
1287,31503,0
1288,14289,1
1289,31539,0
1290,31595,0
1291,31636,0
1292,31639,0
1293,31644,0
1294,31647,0
1295,31653,0
1296,31680,0
1297,31683,0
1298,31740,0
1299,31742,0
1300,31769,0
1301,31785,0
1302,31793,0
1303,31805,0
1304,31821,0
1305,31842,0
1306,31846,0
1307,31850,0
1308,23084,1
1309,31872,0
1310,31886,0
1311,31907,0
1312,31908,0
1313,31922,0
1314,32009,0
1315,32014,0
1316,32042,0
1317,32076,0
1318,22110,1
1319,32174,0
1320,32182,0
1321,32192,0
1322,32195,0
1323,32201,0
1324,32211,0
1325,32212,0
1326,32215,0
1327,32257,0
1328,32272,0
1329,32283,0
1330,32286,0
1331,32301,0
1332,32313,0
1333,29902,1
1334,32392,0
1335,32399,0
1336,32419,0
1337,32493,0
1338,32494,0
1339,32549,0
1340,18179,1
1341,32572,0
1342,32573,0
1343,31475,1
1344,32626,0
1345,32631,0
1346,32670,0
1347,32677,0
1348,32714,0
1349,32733,0
1350,32755,0
1351,32761,0
1352,30130,1
1353,32804,0
1354,29566,1
1355,32814,0
1356,32870,0
1357,32892,0
1358,32902,0
1359,32904,0
1360,32927,0
1361,32937,0
1362,32949,0
1363,33012,0
1364,33031,0
1365,33043,0
1366,33064,0
1367,33104,0
1368,33117,0
1369,33160,0
1370,33170,0
1371,33169,0
1372,33175,0
1373,33192,0
1374,33226,0
1375,33224,0
1376,33230,0
1377,33250,0
1378,33286,0
1379,33307,0
1380,33335,0
1381,33359,0
1382,33363,0
1383,33425,0
1384,33458,0
1385,33466,0
1386,33476,0
1387,30305,1
1388,33551,0
1389,33569,0
1390,33611,0
1391,33623,0
1392,33631,0
1393,25334,1
1394,33642,0
1395,33645,0
1396,30115,1
1397,33657,0
1398,33686,0
1399,33696,0
1400,33727,0
1401,33729,0
1402,33749,0
1403,33755,0
1404,33780,0
1405,33791,0
1406,33810,0
1407,33815,0
1408,33822,0
1409,33857,0
1410,33862,0
1411,28209,1
1412,33879,0
1413,33948,0
1414,33960,0
1415,33976,0
1416,34005,0
1417,34059,0
1418,34081,0
1419,31331,1
1420,34122,0
1421,34134,0
1422,34133,0
1423,34167,0
1424,34169,0
1425,34226,0
1426,34232,0
1427,34248,0
1428,34277,0
1429,34302,0
1430,34327,0
1431,34334,0
1432,34363,0
1433,34399,0
1434,34400,0
1435,34408,0
1436,34431,0
1437,34435,0
1438,34460,0
1439,34466,0
1440,34489,0
1441,34551,0
1442,34565,0
1443,34589,0
1444,34611,0
1445,34626,0
1446,34649,0
1447,34686,0
1448,30182,1
1449,34747,0
1450,34757,0
1451,34787,0
1452,34807,0
1453,34811,0
1454,23077,1
1455,34850,0
1456,34880,0
1457,34900,0
1458,34901,0
1459,34903,0
1460,34906,0
1461,34907,0
1462,34921,0
1463,34949,0
1464,35051,0
1465,35060,0
1466,35113,0
1467,35130,0
1468,35137,0
1469,35156,0
1470,35177,0
1471,35195,0
1472,35203,0
1473,35204,0
1474,35214,0
1475,35227,0
1476,35235,0
1477,35242,0
1478,35251,0
1479,35268,0
1480,29373,1
1481,35293,0
1482,35311,0
1483,35355,0
1484,35384,0
1485,35438,0
1486,35444,0
1487,35463,0
1488,35469,0
1489,35471,0
1490,35482,0
1491,35522,0
1492,35550,0
1493,35581,0
1494,24159,1
1495,35642,0
1496,35647,0
1497,35651,0
1498,35664,0
1499,35707,0
1500,35712,0
1501,35713,0
1502,35715,0
1503,35725,0
1504,35752,0
1505,35782,0
1506,35801,0
1507,35862,0
1508,35906,0
1509,35959,0
1510,35986,0
1511,35989,0
1512,36025,0
1513,36026,0
1514,36030,0
1515,36046,0
1516,19836,1
1517,36122,0
1518,36125,0
1519,36145,0
1520,36158,0
1521,36170,0
1522,36178,0
1523,36216,0
1524,36257,0
1525,36268,0
1526,36278,0
1527,34437,1
1528,22180,1
1529,36292,0
1530,36322,0
1531,36325,0
1532,36337,0
1533,36348,0
1534,36352,0
1535,36387,0
1536,28258,1
1537,36448,0
1538,36462,0
1539,36464,0
1540,36474,0
1541,36481,0
1542,36498,0
1543,36513,0
1544,36525,0
1545,36625,0
1546,29750,1
1547,36661,0
1548,22621,1
1549,36676,0
1550,36695,0
1551,36717,0
1552,36718,0
1553,23974,1
1554,36766,0
1555,36769,0
1556,36778,0
1557,36790,0
1558,36802,0
1559,36860,0
1560,36877,0
1561,36916,0
1562,36991,0
1563,37016,0
1564,37072,0
1565,37104,0
1566,37111,0
1567,37127,0
1568,37138,0
1569,37137,0
1570,37141,0
1571,37147,0
1572,37157,0
1573,37162,0
1574,37193,0
1575,37196,0
1576,37214,0
1577,37225,0
1578,37239,0
1579,37243,0
1580,37295,0
1581,37386,0
1582,37456,0
1583,37475,0
1584,37481,0
1585,37505,0
1586,37523,0
1587,37528,0
1588,37547,0
1589,37628,0
1590,37645,0
1591,37644,0
1592,37667,0
1593,37701,0
1594,37712,0
1595,37713,0
1596,37723,0
1597,37728,0
1598,37738,0
1599,37750,0
1600,37761,0
1601,37771,0
1602,37851,0
1603,37857,0
1604,37904,0
1605,37905,0
1606,37906,0
1607,37925,0
1608,37933,0
1609,37937,0
1610,37970,0
1611,38082,0
1612,38086,0
1613,38107,0
1614,38138,0
1615,38149,0
1616,36734,1
1617,38153,0
1618,33761,1
1619,38163,0
1620,38171,0
1621,38177,0
1622,38203,0
1623,38210,0
1624,38221,0
1625,38257,0
1626,38277,0
1627,38284,0
1628,38298,0
1629,38339,0
1630,38356,0
1631,38367,0
1632,30775,1
1633,38402,0
1634,38407,0
1635,38460,0
1636,38479,0
1637,38486,0
1638,38499,0
1639,38522,0
1640,38572,0
1641,38577,0
1642,38581,0
1643,27519,1
1644,38597,0
1645,38648,0
1646,38664,0
1647,38678,0
1648,38676,0
1649,38684,0
1650,38698,0
1651,38749,0
1652,38779,0
1653,38786,0
1654,38795,0
1655,38808,0
1656,36954,1
1657,38834,0
1658,25124,1
1659,38840,0
1660,38864,0
1661,38884,0
1662,38904,0
1663,38919,0
1664,38927,0
1665,38924,0
1666,38934,0
1667,25129,1
1668,38957,0
1669,38979,0
1670,38990,0
1671,39029,0
1672,39043,0
1673,39044,0
1674,39050,0
1675,32739,1
1676,39092,0
1677,39117,0
1678,39120,0
1679,39122,0
1680,39150,0
1681,39152,0
1682,39221,0
1683,39237,0
1684,39239,0
1685,39252,0
1686,39253,0
1687,39310,0
1688,39324,0
1689,39326,0
1690,39381,0
1691,37664,1
1692,30012,1
1693,39394,0
1694,39447,0
1695,39475,0
1696,39489,0
1697,39502,0
1698,24159,1
1699,39514,0
1700,39583,0
1701,39592,0
1702,39606,0
1703,39612,0
1704,31403,1
1705,39695,0
1706,39698,0
1707,39734,0
1708,37006,1
1709,39814,0
1710,39825,0
1711,39833,0
1712,29977,1
1713,28828,1
1714,39880,0
1715,39900,0
1716,39971,0
1717,35517,1
1718,40008,0
1719,40020,0
1720,40025,0
1721,40039,0
1722,40050,0
1723,40135,0
1724,40163,0
1725,40177,0
1726,40229,0
1727,40239,0
1728,26031,1
1729,40240,0
1730,40274,0
1731,40291,0
1732,40293,0
1733,40369,0
1734,40375,0
1735,40396,0
1736,40405,0
1737,40412,0
1738,40443,0
1739,40453,0
1740,40462,0
1741,40519,0
1742,40570,0
1743,40575,0
1744,40582,0
1745,40591,0
1746,28308,1
1747,40731,0
1748,40766,0
1749,40810,0
1750,40819,0
1751,40825,0
1752,40841,0
1753,40865,0
1754,40909,0
1755,40923,0
1756,40966,0
1757,40988,0
1758,41017,0
1759,41024,0
1760,41034,0
1761,41040,0
1762,41075,0
1763,41099,0
1764,41113,0
1765,41131,0
1766,41214,0
1767,41258,0
1768,41280,0
1769,41276,0
1770,41300,0
1771,41337,0
1772,41367,0
1773,41412,0
1774,41413,0
1775,41456,0
1776,41459,0
1777,41476,0
1778,41514,0
1779,41533,0
1780,41546,0
1781,41583,0
1782,41623,0
1783,41637,0
1784,41710,0
1785,41723,0
1786,41733,0
1787,41754,0
1788,41749,0
1789,41768,0
1790,41841,0
1791,41866,0
1792,41894,0
1793,41889,0
1794,41902,0
1795,41909,0
1796,41896,0
1797,41927,0
1798,41951,0
1799,42035,0
1800,42100,0
1801,42105,0
1802,42124,0
1803,42113,0
1804,42121,0
1805,42120,0
1806,42160,0
1807,42150,0
1808,42146,0
1809,42180,0
1810,42196,0
1811,42181,0
1812,42273,0
1813,42290,0
1814,42296,0
1815,42317,0
1816,42297,0
1817,42324,0
1818,42310,0
1819,42331,0
1820,42318,0
1821,42378,0
1822,42383,0
1823,42385,0
1824,42373,0
1825,42380,0
1826,42535,0
1827,42553,0
1828,42569,0
1829,42574,0
1830,42661,0
1831,42696,0
1832,42727,0
1833,42760,0
1834,42751,0
1835,42803,0
1836,42798,0
1837,42808,0
1838,42830,0
1839,42866,0
1840,42879,0
1841,42878,0
1842,42919,0
1843,42901,0
1844,42907,0
1845,42932,0
1846,42968,0
1847,43023,0
1848,43063,0
1849,43049,0
1850,43076,0
1851,43101,0
1852,43115,0
1853,43138,0
1854,43159,0
1855,43183,0
1856,43201,0
1857,32758,1
1858,43222,0
1859,43247,0
1860,43281,0
1861,43264,0
1862,43317,0
1863,43342,0
1864,43329,0
1865,43357,0
1866,43394,0
1867,43406,0
1868,43410,0
1869,43419,0
1870,43497,0
1871,43499,0
1872,43506,0
1873,43551,0
1874,43570,0
1875,43577,0
